lexid	lexeme	vocalized	p_o_s	gloss	freq
dkx	>ZWB/	אֵזֹוב	subs	hyssop	10
dlk	CPVJH/	שְׁפַטְיָה	nmpr	Shephatiah	10
dmy	NZR[	נָזַר	verb	dedicate	10
dmw	NXCWN/	נַחְשֹׁון	nmpr	Nahshon	10
dks	>LJ>L/	אֱלִיאֵל	nmpr	Eliel	10
dmn	MQQ[	מָקַק	verb	putrefy	10
dnn	TBWR/	תָּבֹור	nmpr	Tabor	10
dke	<MD=/	עֹמֶד	subs	place	10
dns	WCTJ/	וַשְׁתִּי	nmpr	Vashti	10
dmu	NGR[	נָגַר	verb	run	10
dls	G<L[	גָּעַל	verb	abhor	10
dmi	MCC[	מָשַׁשׁ	verb	grope	10
dkh	<P<PJM/	עַפְעַפִּים	subs	beaming eyes	10
dlv	GDR[	גָּדַר	verb	heap stones	10
dku	>MR===/	אִמֵּר	nmpr	Immer	10
dlw	GLGL/	גַּלְגַּל	subs	wheel	10
dna	PXT/	פַּחַת	subs	pit	10
dkk	<RF/	עֶרֶשׂ	subs	couch	10
dlq	DTN=/	דָּתָן	nmpr	Dathan	10
dmr	MSTR/	מִסְתָּר	subs	hiding-place	10
dod	YR<H=/	צָרְעָה	nmpr	Zorah	10
dmd	JTRWN/	יִתְרֹון	subs	profit	10
dlr	FB<=/	שָׂבֵעַ	adjv	sated	10
dmv	NHL[	נָהַל	verb	lead	10
dkl	<TLJHW/	עֲתַלְיָהוּ	nmpr	Athaliah	10
dlg	BZH/	בִּזָּה	subs	spoil	10
dma	JBC/	יָבֵשׁ	adjv	dry	10
dlf	BTWLJM/	בְּתוּלִים	subs	virginity	10
dnp	TMWNH/	תְּמוּנָה	subs	form	10
dof	ZR=/	זֵר	subs	border	10
dnc	QDC_BRN</	קָדֵשׁ בַּרְנֵעַ	nmpr	Kadesh Barnea	10
dmj	MDJN/	מִדְיָן	subs	contention	10
dnb	PZR[	פָּזַר	verb	scatter	10
dko	>DM[		verb	be ruddy	10
dkz	BDQ/	בֶּדֶק	subs	breach	10
dne	QMH/	קָמָה	subs	standing grain	10
dlm	CSH[	שָׁסָה	verb	spoil	10
dla	BJT_XRWN/	בֵּית חֹרֹון	nmpr	Beth Horon	10
dll	CRRWT/	שְׁרִרוּת	subs	stubbornness	10
dmc	JRXM/	יְרֹחָם	nmpr	Jeroham	10
dnz	XRN/	חָרָן	nmpr	<town>	10
dnt	XBL/	חֵבֶל	subs	labour pains	10
dnr	VB<[	טָבַע	verb	sink	10
dlp	DLQ[	דָּלַק	verb	set ablaze	10
dng	QRS/	קֶרֶס	subs	hook	10
dnu	XDC[	חָדַשׁ	verb	be new	10
dnx	XM>H/	חֶמְאָה	subs	butter	10
dkj	<RB===/	עֹרֵב	subs	raven	10
dnq	TXTWN/	תַּחְתֹּון	adjv	lower	10
dob	YM>[	צָמֵא	verb	be thirsty	10
dkn	<ZZ[	עָזַז	verb	be strong	10
dki	<R=/	עֵר	nmpr	Er	10
dlz	GWR==[	גּוּר	verb	be afraid	10
dpf	>LM[	אָלַם	verb	bind	9
dtb	SLQ[	סָלַק	verb	ascend	9
dri	JYR/	יֵצֶר	subs	form	9
dpe	>LJHW>/	אֱלִיהוּא	nmpr	Elihu	9
dol	<ML=/	עָמֵל	adjv	labouring	9
dop	<RB==/	עֵרֶב	subs	woof	9
dsr	QRB==/	קְרָב	subs	fight	9
dpy	CBJH=/	שִׁבְיָה	subs	captives	9
dov	<ZRH=/	עֲזָרָה	subs	barrier	9
dsn	PTX=[		verb	engrave	9
dpx	CB<=/	שֶׁבַע	nmpr	Sheba	9
dub	ZJP/	זִיף	nmpr	Ziph	9
dpb	>GM/	אֲגַם	subs	reedy pool	9
dsc	MNT/	מְנָת	subs	portion	9
dpo	>TJ/	אִתַּי	nmpr	Ittai	9
dtr	XRDH/	חֲרָדָה	subs	trembling	9
dqr	G>H/	גֵּאֶה	adjv	haughty	9
drw	MHH[	מָהַהּ	verb	tarry	9
dss	QRJT_>RB</	קִרְיַת אַרְבַּע	nmpr	Kiriath Arba	9
dqy	J<H/	יָעֶה	subs	shovel	9
dps	BN_HNM/	בֶּן הִנֹּם	nmpr	the Valley of Ben Hinnom	9
dti	XBRWN/	חֶבְרֹון	nmpr	<levite>	9
dqd	CLWH/	שַׁלְוָה	subs	ease	9
doo	<RB=/	עָרֹב	subs	swarm	9
dth	VRJPH/	טְרֵיפָה	subs	prey	9
dtp	XPZ[		verb	hurry	9
dtt	XRMH/	חָרְמָה	nmpr	Hormah	9
dqe	CLX==/	שֶׁלַח	nmpr	Shelah	9
dqj	CWBL/	שֹׁובָל	nmpr	Shobal	9
drp	KR<JM/	כְּרָעַיִם	subs	shank	9
dpl	>RBH=/	אֲרֻבָּה	subs	hole	9
dsl	NXC==/	נָחָשׁ	nmpr	Nahash	9
dsd	MQCH/	מִקְשָׁה	subs	hammered work	9
dsv	R>M/	רְאֵם	subs	wild oxen	9
dtl	XJL==/	חֵיל	subs	rampart	9
dot	<Z>/	עֻזָּא	nmpr	Uzza	9
doj	<L=/	עַל	subs	height	9
dpp	B<NH/	בַּעֲנָה	nmpr	Baanah	9
dpg	>LWN=/	אַלֹּון	subs	big tree	9
dqp	G<C[	גָּעַשׁ	verb	shake	9
dtn	XMDWT/	חֲמֻדֹות	subs	desirables	9
doq	<TQ[	עָתֵק	verb	advance	9
dqu	GR>/	גֵּרָא	nmpr	Gera	9
dos	<WPRT/	עֹופֶרֶת	subs	lead	9
dsw	RMH=/	רָמָה	subs	high place	9
dpi	>MNM	אָמְנָם	advb	really	9
dsj	NTR[		verb	run	9
dsb	MMLKWT/	מַמְלָכוּת	subs	kingdom	9
drx	MJTR/	מֵיתָר	subs	string	9
dra	J<WC/	יְעוּשׁ	nmpr	Jeush	9
dsk	NTX[		verb	cut	9
dqv	GXL/	גֶּחָל	subs	charcoals	9
dok	<LMH/	עַלְמָה	subs	young woman	9
don	<MS[		verb	load	9
dqn	DWR[	דּוּר	verb	circulate	9
dpm	>RPKCD/	אַרְפַּכְשָׁד	nmpr	Arpachshad	9
dpz	CBR=/	שֶׁבֶר	subs	corn	9
drm	KHH[	כָּהָה	verb	grow dim	9
dty	YJDH/	צֵידָה	subs	provision	9
dse	MQDH/	מַקֵּדָה	nmpr	Makkedah	9
dsu	R<JWN/	רַעְיֹון	subs	striving	9
dtj	XFP[	חָשַׂף	verb	strip	9
drv	MCK=/	מֶשֶׁךְ	nmpr	Meshech	9
doy	>CR=[		verb	be happy	9
dtw	XVB[	חָטַב	verb	gather wood	9
dtd	T<LH/	תְּעָלָה	subs	channel	9
dsf	MWRCH/	מֹורָשָׁה	subs	possession	9
dog	<BDJHW/	עֹבַדְיָהוּ	nmpr	Obadiah	9
dqc	CLC[		verb	be three	9
drb	JCN/	יָשֵׁן	adjv	sleeping	9
drs	LQX/	לֶקַח	subs	teaching	9
drj	JZB[	יְזַב	verb	save	9
drk	KBR/	כְּבָר	subs	long time	9
dtf	TMH[	תָּמַהּ	verb	be astounded	9
dqb	CKBH/	שִׁכְבָה	subs	lying down	9
dsm	PTR[	פָּתַר	verb	interpret	9
dto	XPY=/	חָפֵץ	adjv	delighting	9
dtk	XGJ=/	חַגַּי	nmpr	Haggai	9
dtz	YM>/	צָמֵא	adjv	thirsty	9
dud	ZRM/	זֶרֶם	subs	rain	9
dso	PVR[	פָּטַר	verb	escape	9
dry	MKMF/	מִכְמָשׂ	nmpr	Micmash	9
dsq	PZ/	פַּז	subs	topaz	9
dsy	RQM[	רָקַם	verb	weave	9
dro	KPWR=/	כְּפֹור	subs	bowl	9
dpa	>DR=/	אֲדָר	nmpr	Adar	9
drr	KWR/	כּוּר	subs	furnace	9
dpq	BJT_C>N/	בֵּית שְׁאָן	nmpr	Beth Shan	9
dpn	>RWNH/	אֲרַוְנָה	nmpr	Araunah	9
drd	JLQ/	יֶלֶק	subs	locust	9
dtv	XV>H/	חֲטָאָה	subs	sin	9
dow	>BNV/	אַבְנֵט	subs	scarf	9
dsi	NQD=/	נָקֹד	adjv	speckled	9
dqo	FM>LJ/	שְׂמָאלִי	adjv	lefthand	9
dqs	GBRT/	גְּבֶרֶת	subs	lady	9
dsx	RQD[		verb	skip	9
drc	JHWXNN/	יְהֹוחָנָן	nmpr	Jehohanan	9
dou	<ZQH/	עֲזֵקָה	nmpr	Azekah	9
dtx	XZJWN/	חִזָּיֹון	subs	vision	9
dpc	>HWD/	אֵהוּד	nmpr	Ehud	9
dqt	GCWR/	גְּשׁוּר	nmpr	Geshur	9
dtq	XRC=/	חֵרֵשׁ	adjv	deaf	9
drn	KJDWN/	כִּידֹון	subs	dart	9
drq	KTM/	כֶּתֶם	subs	gold	9
dpk	>PL=/	אֹפֶל	subs	darkness	9
dqk	D<K[	דָּעַךְ	verb	be extinguished	9
dsa	MLK=/	מֹלֶךְ	nmpr	Moloch	9
dqq	G<L=/	גַּעַל	nmpr	Gaal	9
dtu	XSP/	חֲסַף	subs	clay	9
dts	XRM=/	חֵרֶם	subs	net	9
drf	JTRW/	יִתְרֹו	nmpr	Jethro	9
dst	R<JH/	רַעְיָה	subs	girl friend	9
duc	ZNWT/	זְנוּת	subs	fornication	9
dpt	BQQ[	בָּקַק	verb	lay waste	9
drt	M<RB=/	מַעֲרָב	subs	exchange	9
dqx	HMW	הִמֹּו	prps	they	9
dqh	CS<[	שָׁסַע	verb	cleave	9
dor	<WLL=/	עֹולָל	subs	child	9
drz	MKTB/	מִכְתָּב	subs	writing	9
dta	S>H/	סְאָה	subs	seah	9
dtc	SWK[	סוּךְ	verb	anoint	9
dsz	RZ/	רָז	subs	secret	9
drl	KFDJ/	כַּשְׂדָּי	adjv	Chaldaean	9
dsh	NDP[	נָדַף	verb	scatter	9
dsg	N>WH/	נָאוֶה	adjv	lovely	9
dpv	BYL>L/	בְּצַלְאֵל	nmpr	Bezalel	9
dqm	DJBWN/	דִּיבֹון	nmpr	Dibon	9
dqw	HDR[		verb	honour	9
dtg	TPT=/	תֹּפֶת	nmpr	Topheth	9
dua	YW/	צַו	subs	<untranslatable>	9
dqg	CPJ/	שְׁפִי	subs	track	9
dpu	BTW>L/	בְּתוּאֵל	nmpr	<father of Laban>	9
drg	JWTR/	יֹותֵר	subs	rest	9
dqi	CTJ/	שְׁתִי	subs	texture	9
dre	JTR==/	יֶתֶר	nmpr	Jether	9
drh	JYHR=/	יִצְהָר	nmpr	Izhar	9
dsp	PWQ[	פּוּק	verb	totter	9
doi	<FR[		verb	take tenth	9
dqz	J<P[	יָעֵף	verb	be weary	9
doz	>DM=/	אָדֹם	adjv	red	9
dpd	>L===	אֵל	prde	these	9
dqf	CMV[		verb	let loose	9
dte	TLL[	תָּלַל	verb	mock	9
dpw	C<CW<JM/	שַׁעֲשׁוּעִים	subs	delight	9
dph	>LWP=/	אַלּוּף	adjv	familiar	9
dox	>CKWL/	אֶשְׁכֹּול	subs	grape	9
doh	<DP[		verb	remain	9
dql	DBH/	דִּבָּה	subs	evil report	9
dpj	>MYJH/	אֲמַצְיָה	nmpr	Amaziah	9
dom	<MQ[	עָמֹק	verb	be deep	9
dpr	BMW	בְּמֹו	prep	in	9
dqa	CBT=/	שֶׁבֶת	subs	inaction	9
dtm	XLQ=[	חָלַק	verb	be smooth	9
dru	MCBYWT/	מִשְׁבְּצֹות	subs	settings	9
dyq	MLQWC/	מַלְקֹושׁ	subs	spring-rain	8
dyi	LWZ=/	לוּז	nmpr	Luz	8
dzt	PWR/	פּוּר	subs	lot	8
dxq	JHWYDQ/	יְהֹוצָדָק	nmpr	Jehozadak	8
eaa	QRQ</	קַרְקַע	subs	floor	8
dwm	CWNMJ/	שׁוּנַמִּי	adjv	Shunammite	8
dwe	CNN[	שָׁנַן	verb	sharpen	8
dxj	JBJN/	יָבִין	nmpr	Jabin	8
dxn	JGH[	יָגָה	verb	grieve	8
dxt	JPH[	יָפָה	verb	be beautiful	8
dvq	>WNN/	אֹונָן	nmpr	Onan	8
dyl	M<NH/	מְעֹנָה	subs	hiding place	8
dzq	PRS/	פֶּרֶס	subs	vulture	8
dxl	JCN=/	יָשָׁן	adjv	old	8
ebp	YPNJH/	צְפַנְיָה	nmpr	Zephaniah	8
dui	<FJH/	עֲשָׂיָה	nmpr	Asaiah	8
ebe	XCWQ/	חָשׁוּק	subs	joint	8
dzx	QFQFT/	קַשְׂקֶשֶׂת	subs	scale	8
dvo	>TMWL/	אֶתְמֹול	subs	yesterday	8
ebh	XRBH/	חָרָבָה	subs	dry ground	8
dxo	JHWD/	יְהוּד	nmpr	Jehud	8
dvy	CLH=/	שֵׁלָה	nmpr	Shelah	8
dyb	KNT/	כְּנָת	subs	companion	8
duj	<GLWN/	עֶגְלֹון	nmpr	Eglon	8
dve	>JLT/	אֵילַת	nmpr	Elath	8
eba	TWB[	תּוּב	verb	return	8
dyu	MNXM/	מְנַחֵם	nmpr	Menahem	8
dwr	DWD=/	דּוּד	subs	cooking pot	8
dyh	L<NH/	לַעֲנָה	subs	wormwood	8
dwo	DJNH/	דִּינָה	nmpr	Dinah	8
dyn	MGWR/	מָגֹור	subs	horror	8
dwf	CPV=/	שָׁפָט	nmpr	Shaphat	8
duw	>BJB/	אָבִיב	subs	ears	8
dvl	>RTXCFT>/	אַרְתַּחְשַׁשְׂתָּא	nmpr	Artaxerxes	8
dzn	NXMJH/	נְחֶמְיָה	nmpr	Nehemiah	8
dzm	NW>[	נוּא	verb	forbid	8
dva	>DM===/	אָדָם	nmpr	Adam	8
ead	QWY[	קוּץ	verb	loath	8
due	<BR=[		verb	be angry	8
dwn	CWV/	שֹׁוט	subs	whip	8
dzd	MWSRH/	מֹוסֵרָה	subs	band	8
dyz	MV<MJM/	מַטְעַמִּים	subs	savoury food	8
dwi	CRC[		verb	root	8
dwg	CRBJH/	שֵׁרֵבְיָה	nmpr	Sherebiah	8
dwt	FB<==/	שָׂבָע	subs	satiety	8
dws	FB</	שֹׂבַע	subs	satiety	8
dyk	M<KTJ/	מַעֲכָתִי	adjv	Maacathite	8
dvt	BNJN/	בִּנְיָן	subs	building	8
dwy	GDRH/	גְּדֵרָה	subs	heap of stones	8
dxc	GRWN/	גָּרֹון	subs	throat	8
dxm	JDJD/	יָדִיד	adjv	beloved	8
dyc	KPRJM/	כִּפֻּרִים	subs	atonement	8
dyg	KTJJM/	כִּתִּיִּים	nmpr	Kittim	8
eap	SGWR/	סָגוּר	subs	hammered gold	8
dwh	CRCRH/	שַׁרְשְׁרָה	subs	chain	8
duz	>CWR=/	אָשׁוּר	subs	step	8
dya	KMWC/	כְּמֹושׁ	nmpr	Chemosh	8
dut	<RB===[	עָרַב	verb	be pleasing	8
dwl	CT==/	שֵׁת	nmpr	Seth	8
dxg	HLM[	הָלַם	verb	strike	8
dvs	BLC>YR/	בֵּלְשַׁאצַּר	nmpr	Belshazzar	8
dur	<QR[	עָקַר	verb	root up	8
dvi	>LJPLV/	אֱלִיפֶלֶט	nmpr	Eliphelet	8
dvj	>NWC=/	אָנוּשׁ	adjv	incurable	8
ebn	YB<WN/	צִבְעֹון	nmpr	Zibeon	8
eac	QW=/	קַו	subs	<uncertain>	8
ebs	ZKH[	זָכָה	verb	be clean	8
dxi	J<NH/	יַעֲנָה	subs	<uncertain>	8
eaj	RMJH=/	רְמִיָּה	subs	deceit	8
dvc	>GG/	אֲגַג	nmpr	Agag	8
dxd	GZRH=/	גִּזְרָה	subs	room	8
dvb	>DR<J/	אֶדְרֶעִי	nmpr	Edrei	8
dum	<LY[	עָלַץ	verb	rejoice	8
ebc	VXRJM/	טְחֹרִים	subs	tumours	8
dzi	MYWRH/	מְצוּרָה	subs	fortification	8
dzy	QJ>[	קִיא	verb	vomit	8
dyj	M<BRH/	מַעְבָּרָה	subs	ford	8
ebd	XCB/	חֵשֶׁב	subs	girdle	8
duv	<ZMWT/	עַזְמָוֶת	nmpr	Azmaveth	8
dxh	HSH[	הָסָה	verb	be still	8
dzu	PY</	פֶּצַע	subs	bruise	8
duy	>CP/	אַשָּׁף	subs	conjurer	8
dvm	>SWR/	אֵסוּר	subs	fetter	8
ebm	Y<D[		verb	march	8
duo	<NC[	עָנַשׁ	verb	fine	8
dyd	KR=/	כֹּר	subs	kor	8
ebo	YHL[	צָהַל	verb	cry	8
eai	RMH=[	רָמָה	verb	deceive	8
dvp	>VM[	אָטַם	verb	plug	8
dww	G>WT/	גֵּאוּת	subs	rise	8
dyf	KSWT/	כְּסוּת	subs	covering	8
duk	<JR=/	עַיִר	subs	steed	8
eax	TMH/	תֻּמָּה	subs	integrity	8
dze	MXBRT/	מַחְבֶּרֶת	subs	junction	8
dzz	QJN[		verb	chant elegy	8
dzh	MY/	מֹץ	subs	chaff	8
dym	MGD/	מֶגֶד	subs	present	8
dxv	JRXM>L/	יְרַחְמְאֵל	nmpr	Jerahmeel	8
dvg	>KZRJ/	אַכְזָרִי	adjv	cruel	8
dux	>BL===/	אָבֵל	adjv	mourning	8
dxz	KBR=/	כְּבָר	nmpr	Kebar	8
eal	RQJQ/	רָקִיק	subs	wafer	8
dyt	MNWS/	מָנֹוס	subs	refuge	8
dzo	PLCT/	פְּלֶשֶׁת	nmpr	Philistia	8
dza	MV>[	מְטָא	verb	come	8
dyw	MPTN/	מִפְתָּן	subs	podium	8
dxw	JXT/	יַחַת	nmpr	Jahath	8
dyy	MRJ>/	מְרִיא	subs	fatling	8
dxk	JCM<>LJ/	יִשְׁמְעֵאלִי	adjv	Ishmaelite	8
dvd	>JLH/	אַיָּלָה	subs	doe	8
dwu	FBR[		verb	examine	8
dvw	BYRH=/	בָּצְרָה	nmpr	Bozrah	8
eam	RQX[		verb	mix	8
dzl	NKX/	נָכֹחַ	adjv	straight	8
dwq	DLL[	דָּלַל	verb	belittle	8
dvv	BWY/	בּוּץ	subs	byssus	8
dvn	>T/	אֵת	subs	ploughshare	8
ebl	XWH/	חַוָּה	subs	tent camp	8
dwj	CRH[	שָׁרָה	verb	let loose	8
dzv	QCC[	קָשַׁשׁ	verb	collect	8
dys	MMR>=/	מַמְרֵא	nmpr	Mamre	8
eag	RGZ/	רֹגֶז	subs	excitement	8
ebj	XTJT/	חִתִּית	subs	terror	8
eay	TNWK/	תְּנוּךְ	subs	earlobe	8
eaf	RCM[	רְשַׁם	verb	write	8
dxe	HBL=/	הֶבֶל	nmpr	Abel	8
dvx	CKNJH/	שְׁכַנְיָה	nmpr	Shecaniah	8
ebb	VL>[	טָלָא	verb	patch	8
dxy	KBFH/	כִּבְשָׂה	subs	young ewe-lamb	8
dug	<DJH/	עֲדָיָה	nmpr	Adaiah	8
dwd	CN<R/	שִׁנְעָר	nmpr	Shinar	8
dxf	HDM/	הֲדֹם	subs	foot-stool	8
dxs	JP<[		verb	shine	8
dwk	CRJWN/	שִׁרְיֹון	subs	scaly mail	8
eaq	SHR/	סֹהַר	subs	prison	8
dwa	CLJW/	שָׁלֵיו	adjv	quiet	8
eao	SGLH/	סְגֻלָּה	subs	property	8
ebk	XTR[	חָתַר	verb	dig	8
eab	QRXJ/	קָרְחִי	adjv	Korahite	8
dun	<MR=/	עֹמֶר	subs	cut grain	8
dup	<NJN/	עִנְיָן	subs	occupation	8
dxb	GNN[	גָּנַן	verb	enclose	8
dzp	PLK=/	פֶּלֶךְ	subs	district	8
dzw	QDMJ>L/	קַדְמִיאֵל	nmpr	Kadmiel	8
dvr	BKRJ=/	בִּכְרִי	nmpr	Bicri	8
eah	RKK[	רָכַךְ	verb	be tender	8
dxr	JKJN/	יָכִין	nmpr	Jakin	8
dzs	PTGM/	פִּתְגָם	subs	decision	8
dzg	MXLH=/	מְחֹלָה	subs	round dance	8
ebq	YWY[	צוּץ	verb	blossom	8
dzk	N<M[	נָעֵם	verb	be pleasant	8
dzb	MWCJ=/	מוּשִׁי	nmpr	Mushi	8
dvf	>JTN=/	אֵיתָן	nmpr	Ethan	8
dwz	GJL/	גִּיל	subs	rejoicing	8
dwb	CLMJT/	שְׁלֹמִית	nmpr	Shelomith	8
dvz	CLH[	שָׁלָה	verb	be easy	8
dzr	PSGH/	פִּסְגָּה	nmpr	Pisgah	8
dul	<JV/	עַיִט	subs	bird of prey	8
dzj	N<L[	נָעַל	verb	lock	8
dwp	DLJT/	דָּלִית	subs	foliage	8
duu	<ZJH/	עֻזִּיָּה	nmpr	Uzziah	8
eaz	TQP[	תָּקֵף	verb	overpower	8
eat	TBL==/	תֻּבַל	nmpr	Tubal	8
ebf	XMN/	חַמָּן	subs	incense-stand	8
eak	RP>JM/	רְפָאִים	subs	ghosts	8
eau	TCWBH/	תְּשׁוּבָה	subs	return	8
ear	SJG/	סִיג	subs	lead oxide	8
eae	RBRBNJN/	רַבְרְבָנִין	subs	lords	8
eaw	TLNWT/	תְּלֻנֹּות	subs	murmuring	8
duf	<DH===/	עָדָה	nmpr	Adah	8
ebr	ZBD=/	זָבָד	nmpr	Zabad	8
dye	KRMJ=/	כַּרְמִי	nmpr	Carmi	8
dyv	MPLT/	מַפֶּלֶת	subs	carcass	8
dwc	CMJR/	שָׁמִיר	subs	thornbush	8
dwv	FWKH=/	שֹׂוכֹה	nmpr	Socoh	8
dyr	MLWN/	מָלֹון	subs	sleeping place	8
dwx	GB<WNJ/	גִּבְעֹונִי	adjv	Gibeonite	8
ebi	XRR[	חָרַר	verb	be hot	8
dyp	MLBWC/	מַלְבּוּשׁ	subs	garment	8
dxu	JQC[	יָקֹשׁ	verb	lay snares	8
dzf	MXJH/	מִחְיָה	subs	life preservation	8
dvu	BQCH/	בַּקָּשָׁה	subs	request	8
dvk	>PQ/	אֲפֵק	nmpr	Aphek	8
ean	S<R/	סַעַר	subs	storm	8
dvh	>LJH=/	אֵלִיָּה	nmpr	Elijah	8
eav	TJMNJ/	תֵּימָנִי	adjv	Temanite	8
dyo	MJC>L/	מִישָׁאֵל	nmpr	Mishael	8
dus	<QWB/	עַקּוּב	nmpr	Akkub	8
ebg	XMS[		verb	treat violently	8
duq	<PL/	עֹפֶל	nmpr	Ophel	8
dzc	MWSD/	מֹוסָד	subs	foundation	8
eas	T>R[	תָּאַר	verb	turn	8
dxx	K>B[		verb	be in pain	8
dyx	MR</	מֵרֵעַ	subs	friend	8
duh	<DLM/	עֲדֻלָּם	nmpr	Adullam	8
dxp	JHWNDB/	יְהֹונָדָב	nmpr	Jehonadab	8
dxa	GLB</	גִּלְבֹּעַ	nmpr	Gilboa	8
ecx	>MWN/	אֱמוּן	adjv	faithful	7
efb	HJDD/	הֵידָד	subs	shouting	7
eeg	CRWN/	שָׁרֹון	nmpr	Sharon	7
ecl	>CD/	אָשֵׁד	subs	slope	7
eey	GWR/	גּוּר	subs	lion	7
edl	B<R=[		verb	be stupid	7
ecy	>NJ/	אֳנִי	subs	ship	7
edp	BRKJH/	בֶּרֶכְיָה	nmpr	Berekiah	7
ecf	<TNJ>L/	עָתְנִיאֵל	nmpr	Othniel	7
ejx	ZQQ[	זָקַק	verb	filter	7
ebx	<LJZ/	עַלִּיז	adjv	rejoicing	7
egn	MWV/	מֹוט	subs	bar	7
egh	MRJBH=/	מְרִיבָה	nmpr	Meribah	7
eex	GRGCJ/	גִּרְגָּשִׁי	adjv	Girgashite	7
eds	BYR[	בָּצַר	verb	gather grapes	7
ecp	>DNJH/	אֲדֹנִיָּה	nmpr	Adonijah	7
eby	<MR/	עֹמֶר	subs	omer	7
eje	XR==/	חֹר	subs	hole	7
eji	XWV/	חוּט	subs	thread	7
edk	>ZKRH/	אַזְכָּרָה	subs	memorial offering	7
ejg	XWJLH/	חֲוִילָה	nmpr	Havilah	7
eep	F<RH=/	שַׂעֲרָה	subs	single hair	7
eez	GXL=/	גַּחַל	subs	charcoals	7
efd	JBQ/	יַבֹּק	nmpr	Jabbok	7
ejt	Z<WH/	זַעֲוָה	subs	terror	7
ege	MLQWX/	מַלְקֹוחַ	subs	what is taken	7
ecg	<VR[	עָטַר	verb	surround	7
ecj	<ZBWNJM/	עִזְבֹונִים	subs	stores	7
egt	N<M/	נֹעַם	subs	kindness	7
ehp	QPY[	קָפַץ	verb	draw together	7
eej	D>G[	דָּאַג	verb	be afraid	7
eik	SKL/	סָכָל	adjv	foolish	7
eic	RJC/	רֵישׁ	subs	poverty	7
ebw	<KBWR/	עַכְבֹּור	nmpr	Acbor	7
ebu	<GB[		verb	desire	7
ecs	>KR/	אִכָּר	subs	farmer	7
efa	GZH/	גִּזָּה	subs	fleece	7
eeq	F>T/	שְׂאֵת	subs	uprising	7
ehf	PLG=/	פֶּלֶג	nmpr	Peleg	7
ehc	P<MWN/	פַּעֲמֹון	subs	bell	7
eew	GPRJT/	גָּפְרִית	subs	sulphur	7
efe	JCJMWN/	יְשִׁימֹון	subs	wilderness	7
eck	>BJ<ZR/	אֲבִיעֶזֶר	nmpr	Abiezer	7
efu	LV/	לָט	subs	secrecy	7
ein	SP/	סַף	subs	basin	7
edd	>SPRN>	אָסְפַּרְנָא	advb	exactly	7
edz	CLV/	שֶׁלֶט	subs	shield	7
egg	MR>CH/	מָרֵאשָׁה	nmpr	Mareshah	7
ecq	>GP/	אֲגַף	subs	troop	7
efk	JWNDB/	יֹונָדָב	nmpr	Jonadab	7
ehe	PDJH/	פְּדָיָה	nmpr	Pedaiah	7
eef	CRQH=/	שְׁרִקָה	subs	whistling	7
eii	RYPH=/	רִצְפָה	subs	pavement	7
edg	>WRJ/	אוּרִי	nmpr	Uri	7
eib	RGN[		verb	grumble	7
ejo	YDQJH/	צִדְקִיָּה	nmpr	Zedekiah	7
eem	DK=	דָּךְ	prde	that	7
ehi	PS/	פַּס	subs	sole?	7
ecb	<QD/	עָקֹד	adjv	twisted	7
edf	>WR==/	אוּר	subs	<oracle device>	7
egl	MW<YH/	מֹועֵצָה	subs	counsel	7
ejc	XLL=[	חָלַל	verb	pierce	7
eci	<YRT/	עֲצֶרֶת	subs	assembly	7
eco	>CT>L/	אֶשְׁתָּאֹל	nmpr	Eshtaol	7
egr	MYH[	מָצָה	verb	drain	7
ebv	<GH/	עֻגָה	subs	cake	7
ego	MX>[	מָחָא	verb	clap	7
egq	MXCK/	מַחְשָׁךְ	subs	dark place	7
ecu	>LNTN/	אֶלְנָתָן	nmpr	Elnathan	7
eij	S<R[	סָעַר	verb	be stormy	7
efy	M<FJHW/	מַעֲשֵׂיָהוּ	nmpr	Maaseiah	7
efn	KRMLJ/	כַּרְמְלִי	adjv	Carmelite	7
ecr	>HLJBMH/	אָהֳלִיבָמָה	nmpr	<wife of Esau>	7
efv	LWVN/	לֹוטָן	nmpr	Lotan	7
egk	MSKNWT/	מִסְכְּנֹות	subs	storages	7
ehg	PLTJ/	פְּלֵתִי	adjv	Pelethite	7
efc	HRN/	הָרָן	nmpr	Haran	7
efm	KNRT/	כִּנֶּרֶת	nmpr	Kinnereth	7
ede	>WH/	אַוָּה	subs	desire	7
ejp	YPJR/	צָפִיר	subs	he-goat	7
egc	MDJNJ/	מִדְיָנִי	adjv	Midianite	7
eiy	VXN[	טָחַן	verb	grind	7
eix	VJRH/	טִירָה	subs	encampment	7
ehr	QRJTJM/	קִרְיָתָיִם	nmpr	Kiriathaim	7
eiv	TRDMH/	תַּרְדֵּמָה	subs	sleep	7
ecm	>CPT/	אַשְׁפֹּת	subs	ash pit	7
ejl	XZWT/	חָזוּת	subs	vision	7
edm	BFMT/	בָּשְׂמַת	nmpr	Basemath	7
eis	TQW<=/	תְּקֹועַ	nmpr	Tekoa	7
egj	MRMS/	מִרְמָס	subs	trampled land	7
edo	BNWJ/	בִּנּוּי	nmpr	Binnui	7
eil	SKL[	סָכַל	verb	be foolish	7
ehk	PT</	פֶּתַע	subs	instant	7
ehx	R<WT=/	רְעוּת	subs	longing	7
ejj	XX/	חָח	subs	thorn	7
ejd	XPR/	חֵפֶר	nmpr	<son of Gilead>	7
