passage	phrase_text	phrase_gloss	head	attributive	#words_mother	#nouns_mother
Jeremiah 25:1	B#NH HRB<JT LJHWJQJM BN&J>#JHW MLK JHWDH 	in the year the fourth to Jehoiakim son Josiah king Judah	#NH 	HRB<JT 	2	1
Jeremiah 25:1	H#NH HR>#NJT LNBWKDR>YR MLK BBL00 	the year the first to Nebuchadnezzar king Babel	H#NH 	HR>#NJT 	2	1
Jeremiah 25:5	MDRKW HR<H WMR< M<LLJKM 	from way the evil and from wickedness deed	DRKW 	HR<H 	1	1
Jeremiah 25:6	>XRJ >LHJM >XRJM 	after god(s) other	>LHJM 	>XRJM 	1	1
Jeremiah 25:14	GWJM RBJM WMLKJM GDWLJM 	people much and king great	GWJM 	RBJM 	1	1
Jeremiah 25:14	GWJM RBJM WMLKJM GDWLJM 	people much and king great	MLKJM 	GDWLJM 	1	1
Jeremiah 25:32	S<R GDWL 	storm great	S<R 	GDWL 	1	1
Jeremiah 26:3	MDRKW HR<H 	from way the evil	DRKW 	HR<H 	1	1
Jeremiah 26:10	BPTX #<R&JHWH HXD#00 	in opening gate YHWH the new	PTX #<R&JHWH 	HXD#00 	3	2
Jeremiah 26:15	DM NQJ 	blood innocent	DM 	NQJ 	1	1
Jeremiah 26:19	R<H GDWLH 	evil great	R<H 	GDWLH 	1	1
Jeremiah 27:5	BKXJ HGDWL WBZRW<J HNVWJH 	in strength the great and in arm the extend	KXJ 	HGDWL 	1	1
Jeremiah 27:5	BKXJ HGDWL WBZRW<J HNVWJH 	in strength the great and in arm the extend	ZRW<J 	HNVWJH 	1	1
Jeremiah 27:7	GWJM RBJM WMLKJM GDLJM00 	people much and king great	GWJM 	RBJM 	1	1
Jeremiah 27:7	GWJM RBJM WMLKJM GDLJM00 	people much and king great	MLKJM 	GDLJM00 	1	1
Jeremiah 28:1	B#NH HRB<JT BXD# HXMJ#J 	in the year the fourth in the month the fifth	#NH 	HRB<JT 	2	1
Jeremiah 28:1	B#NH HRB<JT BXD# HXMJ#J 	in the year the fourth in the month the fifth	XD# 	HXMJ#J 	2	1
Jeremiah 28:8	>L&>RYWT RBWT W<L&MMLKWT GDLWT 	to earth much and upon kingdom great	>RYWT 	RBWT 	1	1
Jeremiah 28:8	>L&>RYWT RBWT W<L&MMLKWT GDLWT 	to earth much and upon kingdom great	MMLKWT 	GDLWT 	1	1
Jeremiah 28:17	B#NH HHJ> BXD# H#BJ<J00 	in the year the she in the month the seventh	XD# 	H#BJ<J00 	2	1
Jeremiah 29:10	>T&DBRJ HVWB 	<object marker> word the good	DBRJ 	HVWB 	1	1
Jeremiah 29:17	KT>NJM H#<RJM 	as the fig the burst	T>NJM 	H#<RJM 	2	1
Jeremiah 29:26	LKL&>J# M#G< WMTNB> 	to whole man be mad and speak as prophet	>J# 	M#G< WMTNB> 	1	1
Jeremiah 30:23	S<R MTGWRR 	storm dwell	S<R 	MTGWRR 	1	1
Jeremiah 31:8	QHL GDWL 	assembly great	QHL 	GDWL 	1	1
Jeremiah 31:9	>L&NXLJ MJM BDRK J#R 	to wadi water in way right	DRK 	J#R 	1	1
Jeremiah 31:12	KGN RWH 	as garden watered	GN 	RWH 	1	1
Jeremiah 31:16	M>RY >WJB00 	from earth be hostile	>RY 	>WJB00 	1	1
Jeremiah 31:20	BN JQJR 	son precious	BN 	JQJR 	1	1
Jeremiah 31:22	HBT H#WBBH 	the daughter the apostate	HBT 	H#WBBH 	2	1
Jeremiah 31:25	NP# <JPH 	soul faint	NP# 	<JPH 	1	1
Jeremiah 31:31	BRJT XD#H00 	covenant new	BRJT 	XD#H00 	1	1
Jeremiah 32:1	B#NH H<#RJT LYDQJHW MLK JHWDH 	in the year the tenth to Zedekiah king Judah	#NH 	H<#RJT 	2	1
Jeremiah 32:14	JMJM RBJM00 	day much	JMJM 	RBJM00 	1	1
Jeremiah 32:17	BKXK HGDWL WBZR<K HNVWJH 	in strength the great and in arm the extend	KXK 	HGDWL 	1	1
Jeremiah 32:17	BKXK HGDWL WBZR<K HNVWJH 	in strength the great and in arm the extend	ZR<K 	HNVWJH 	1	1
Jeremiah 32:18	H>L HGDWL 	the god the great	H>L 	HGDWL 	2	1
Jeremiah 32:21	B>TWT WBMWPTJM WBJD XZQH WB>ZRW< NVWJH WBMWR> GDWL00 	in sign and in sign and in hand strong and in arm extend and in fear great	JD 	XZQH 	1	1
Jeremiah 32:21	B>TWT WBMWPTJM WBJD XZQH WB>ZRW< NVWJH WBMWR> GDWL00 	in sign and in sign and in hand strong and in arm extend and in fear great	>ZRW< 	NVWJH 	1	1
Jeremiah 32:21	B>TWT WBMWPTJM WBJD XZQH WB>ZRW< NVWJH WBMWR> GDWL00 	in sign and in sign and in hand strong and in arm extend and in fear great	MWR> 	GDWL00 	1	1
Jeremiah 32:22	>RY ZBT XLB WDB#00 	earth flow milk and honey	>RY 	ZBT XLB WDB#00 	1	1
Jeremiah 32:29	L>LHJM >XRJM 	to god(s) other	>LHJM 	>XRJM 	1	1
Jeremiah 32:37	B>PJ WBXMTJ WBQYP GDWL 	in nose and in heat and in anger great	QYP 	GDWL 	1	1
Jeremiah 32:42	>T KL&HR<H HGDWLH HZ>T 	<object marker> whole the evil the great the this	HR<H 	HGDWLH 	2	1
Jeremiah 33:14	>T&HDBR HVWB 	<object marker> the word the good	HDBR 	HVWB 	2	1
Jeremiah 33:18	LKHNJM HLWJM 	to the priest the Levite	KHNJM 	HLWJM 	2	1
Jeremiah 34:5	KM#RPWT >BWTJK HMLKJM HR>#NJM 	as burning father the king the first	HMLKJM 	HR>#NJM 	2	1
Jeremiah 34:7	<L&JRW#LM W<L KL&<RJ JHWDH HNWTRWT >L&LKJ# W>L&<ZQH 	upon Jerusalem and upon whole town Judah the remain to Lachish and to Azekah	<RJ JHWDH 	HNWTRWT 	2	1
Jeremiah 35:7	JMJM RBJM 	day much	JMJM 	RBJM 	1	1
Jeremiah 35:15	MDRKW HR<H 	from way the evil	DRKW 	HR<H 	1	1
Jeremiah 35:15	>XRJ >LHJM >XRJM 	after god(s) other	>LHJM 	>XRJM 	1	1
Jeremiah 36:1	B#NH HRBJ<T LJHWJQJM BN&J>#JHW MLK JHWDH 	in the year the fourth to Jehoiakim son Josiah king Judah	#NH 	HRBJ<T 	2	1
Jeremiah 36:3	MDRKW HR<H 	from way the evil	DRKW 	HR<H 	1	1
Jeremiah 36:7	MDRKW HR<H 	from way the evil	DRKW 	HR<H 	1	1
Jeremiah 36:9	B#NH HXM#JT LJHWJQJM BN&J>#JHW MLK&JHWDH 	in the year the fifth to Jehoiakim son Josiah king Judah	#NH 	HXM#JT 	2	1
Jeremiah 36:9	BXD# HT#<J 	in the month the ninth	XD# 	HT#<J 	2	1
Jeremiah 36:10	BXYR H<LJWN PTX #<R BJT&JHWH HXD# 	in the court the upper opening gate house YHWH the new	XYR 	H<LJWN 	2	1
Jeremiah 36:10	BXYR H<LJWN PTX #<R BJT&JHWH HXD# 	in the court the upper opening gate house YHWH the new	PTX #<R BJT&JHWH 	HXD# 	4	3
Jeremiah 36:22	BXD# HT#J<J 	in the month the ninth	XD# 	HT#J<J 	2	1
Jeremiah 36:28	MGLH >XRT 	roll other	MGLH 	>XRT 	1	1
Jeremiah 36:28	>T KL&HDBRJM HR>#NJM 	<object marker> whole the word the first	HDBRJM 	HR>#NJM 	2	1
Jeremiah 36:28	<L&HMGLH HR>#NH 	upon the roll the first	HMGLH 	HR>#NH 	2	1
Jeremiah 36:32	MGLH >XRT 	roll other	MGLH 	>XRT 	1	1
Jeremiah 36:32	DBRJM RBJM 	word much	DBRJM 	RBJM 	1	1
Jeremiah 37:10	>N#JM MDQRJM 	man pierce	>N#JM 	MDQRJM 	1	1
Jeremiah 37:16	JMJM RBJM00 	day much	JMJM 	RBJM00 	1	1
Jeremiah 39:1	B#NH HT#<JT LYDQJHW MLK&JHWDH BXD# H<#RJ 	in the year the ninth to Zedekiah king Judah in the month the tenth	#NH 	HT#<JT 	2	1
Jeremiah 39:1	B#NH HT#<JT LYDQJHW MLK&JHWDH BXD# H<#RJ 	in the year the ninth to Zedekiah king Judah in the month the tenth	XD# 	H<#RJ 	2	1
Jeremiah 39:2	B<#TJ&<#RH #NH LYDQJHW BXD# HRBJ<J BT#<H LXD# 	in eleven -teen year to Zedekiah in the month the fourth in nine to the month	XD# 	HRBJ<J 	2	1
Jeremiah 39:10	MN&H<M HDLJM 	from the people the poor	H<M 	HDLJM 	2	1
Jeremiah 41:1	BXD# H#BJ<J 	in the month the seventh	XD# 	H#BJ<J 	2	1
Jeremiah 41:4	BJWM H#NJ 	in the day the second	JWM 	H#NJ 	2	1
Jeremiah 41:12	>L&MJM RBJM 	to water much	MJM 	RBJM 	1	1
Jeremiah 43:2	<ZRJH BN&HW#<JH WJWXNN BN&QRX WKL&H>N#JM HZDJM 	Azariah son Hoshaiah and Johanan son Kareah and whole the man the insolent	H>N#JM 	HZDJM 	2	1
Jeremiah 43:9	>BNJM GDLWT 	stone great	>BNJM 	GDLWT 	1	1
Jeremiah 43:9	L<JNJ >N#JM JHWDJM00 	to eye man Jewish	>N#JM 	JHWDJM00 	1	1
Jeremiah 44:3	L>LHJM >XRJM 	to god(s) other	>LHJM 	>XRJM 	1	1
Jeremiah 44:5	L>LHJM >XRJM00 	to god(s) other	>LHJM 	>XRJM00 	1	1
Jeremiah 44:7	R<H GDWLH 	evil great	R<H 	GDWLH 	1	1
Jeremiah 44:8	L>LHJM >XRJM 	to god(s) other	>LHJM 	>XRJM 	1	1
Jeremiah 44:15	L>LHJM >XRJM 	to god(s) other	>LHJM 	>XRJM 	1	1
Jeremiah 44:15	KL&H>N#JM WKL&HN#JM QHL GDWL WKL&H<M 	whole the man and whole the woman assembly great and whole the people	QHL 	GDWL 	1	1
Jeremiah 44:26	B#MJ HGDWL 	in name the great	#MJ 	HGDWL 	1	1
Jeremiah 45:1	B#NH HRB<JT LJHWJQJM BN&J>#JHW MLK JHWDH 	in the year the fourth to Jehoiakim son Josiah king Judah	#NH 	HRB<JT 	2	1
Jeremiah 46:20	<GLH JPH&PJH 	cow beautiful <uncertain>	<GLH 	JPH&PJH 	1	1
Jeremiah 47:2	LNXL #WVP 	to wadi wash off	NXL 	#WVP 	1	1
Jeremiah 47:4	KL #RJD <ZR 	whole survivor help	#RJD 	<ZR 	1	1
Jeremiah 48:3	#D W#BR GDWL00 	violence and breaking great	#BR 	GDWL00 	1	1
Jeremiah 48:41	KLB >#H MYRH00 	as heart woman wrap, be narrow	>#H 	MYRH00 	1	1
Jeremiah 49:4	HBT H#WBBH 	the daughter the apostate	HBT 	H#WBBH 	2	1
Jeremiah 49:22	KLB >#H MYRH00 	as heart woman wrap, be narrow	>#H 	MYRH00 	1	1
Jeremiah 49:23	#M<H R<H 	report evil	#M<H 	R<H 	1	1
Jeremiah 49:31	>L&GWJ #LJW 	to people quiet	GWJ 	#LJW 	1	1
Jeremiah 50:6	Y>N >BDWT 	cattle perish	Y>N 	>BDWT 	1	1
Jeremiah 50:9	QHL&GWJM GDLJM 	assembly people great	GWJM 	GDLJM 	1	1
Jeremiah 50:9	KGBWR M#KJL 	as vigorous be bereaved of children	GBWR 	M#KJL 	1	1
Jeremiah 50:11	K<GLH D#H 	as cow tread on	<GLH 	D#H 	1	1
Jeremiah 50:17	#H PZWRH 	lamb scatter	#H 	PZWRH 	1	1
Jeremiah 50:22	#BR GDWL00 	breaking great	#BR 	GDWL00 	1	1
Jeremiah 50:41	GWJ GDWL WMLKJM RBJM 	people great and king much	GWJ 	GDWL 	1	1
Jeremiah 50:41	GWJ GDWL WMLKJM RBJM 	people great and king much	MLKJM 	RBJM 	1	1
Jeremiah 51:1	RWX M#XJT00 	wind destroy	RWX 	M#XJT00 	1	1
Jeremiah 51:13	<L&MJM RBJM 	upon water much	MJM 	RBJM 	1	1
Jeremiah 51:27	KJLQ SMR00 	as locust bristly	JLQ 	SMR00 	1	1
Jeremiah 51:54	#BR GDWL 	breaking great	#BR 	GDWL 	1	1
Jeremiah 51:55	QWL GDWL 	sound great	QWL 	GDWL 	1	1
Jeremiah 51:55	KMJM RBJM 	as water much	MJM 	RBJM 	1	1
Jeremiah 51:58	XMWT BBL HRXBH 	wall Babel the wide	BBL 	HRXBH 	1	0
Jeremiah 51:58	#<RJH HGBHJM 	gate the high	#<RJH 	HGBHJM 	1	1
Jeremiah 52:4	B#NH HT#<JT BXD# H<#JRJ B<#WR LXD# 	in the year the ninth in the month the tenth in the a ten to the month	#NH 	HT#<JT 	2	1
Jeremiah 52:4	B#NH HT#<JT BXD# H<#JRJ B<#WR LXD# 	in the year the ninth in the month the tenth in the a ten to the month	XD# 	H<#JRJ 	2	1
Jeremiah 52:6	BXD# HRBJ<J BT#<H LXD# 	in the month the fourth in nine to the month	XD# 	HRBJ<J 	2	1
Jeremiah 52:12	BXD# HXMJ#J B<#WR LXD# 	in the month the fifth in the a ten to the month	XD# 	HXMJ#J 	2	1
Jeremiah 52:22	L<MWD H#NJ WRMWNJM00 	to the pillar the second and pomegranate	<MWD 	H#NJ 	2	1
Ezekiel 1:2	H#NH HXMJ#JT LGLWT HMLK JWJKJN00 	the year the fifth to exile the king Jehoiachin	H#NH 	HXMJ#JT 	2	1
Ezekiel 1:4	<NN GDWL 	cloud great	<NN 	GDWL 	1	1
Ezekiel 1:7	RGL J#RH 	foot right	RGL 	J#RH 	1	1
Ezekiel 1:7	K<JN NX#T QLL00 	as eye bronze burnished	NX#T 	QLL00 	1	1
Ezekiel 1:22	K<JN HQRX HNWR> 	as eye the frost the fear	HQRX 	HNWR> 	2	1
Ezekiel 1:24	KQWL MJM RBJM 	as sound water much	MJM 	RBJM 	1	1
Ezekiel 3:6	>L&<MJM RBJM <MQJ #PH WKBDJ L#WN 	to people much unintelligible lip and heavy tongue	<MJM 	RBJM 	1	1
Ezekiel 3:12	QWL R<# GDWL 	sound quaking great	R<# 	GDWL 	1	1
Ezekiel 3:13	QWL R<# GDWL00 	sound quaking great	R<# 	GDWL00 	1	1
Ezekiel 3:18	MDRKW HR#<H 	from way the guilty	DRKW 	HR#<H 	1	1
Ezekiel 3:19	MR#<W WMDRKW HR#<H 	from guilt and from way the guilty	DRKW 	HR#<H 	1	1
Ezekiel 4:4	<L&YDK H#M>LJ 	upon side the lefthand	YDK 	H#M>LJ 	1	1
Ezekiel 4:6	<L&YDK HJMNJ 	upon side the right-hand	YDK 	HJMNJ 	1	1
Ezekiel 5:1	XRB XDH 	dagger sharp	XRB 	XDH 	1	1
Ezekiel 5:16	>T&XYJ HR<B HR<JM 	<object marker> arrow the hunger the evil	XYJ HR<B 	HR<JM 	3	2
Ezekiel 5:17	R<B WXJH R<H 	hunger and wild animal evil	XJH 	R<H 	1	1
Ezekiel 6:9	>T&LBM HZWNH 	<object marker> heart the fornicate	LBM 	HZWNH 	1	1
Ezekiel 6:13	>L KL&GB<H RMH 	to whole hill be high	GB<H 	RMH 	1	1
Ezekiel 6:13	BKL R>#J HHRJM WTXT KL&<Y R<NN WTXT KL&>LH <BTH 	in whole head the mountain and under part whole tree luxuriant and under part whole big tree branchy	<Y 	R<NN 	1	1
Ezekiel 6:13	BKL R>#J HHRJM WTXT KL&<Y R<NN WTXT KL&>LH <BTH 	in whole head the mountain and under part whole tree luxuriant and under part whole big tree branchy	>LH 	<BTH 	1	1
Ezekiel 8:1	B#NH H##JT 	in the year the sixth	#NH 	H##JT 	2	1
Ezekiel 8:6	TW<BWT GDLWT 	abomination great	TW<BWT 	GDLWT 	1	1
Ezekiel 8:6	TW<BWT GDLWT00 	abomination great	TW<BWT 	GDLWT00 	1	1
Ezekiel 8:9	>T&HTW<BWT HR<WT 	<object marker> the abomination the evil	HTW<BWT 	HR<WT 	2	1
Ezekiel 8:13	TW<BWT GDLWT 	abomination great	TW<BWT 	GDLWT 	1	1
Ezekiel 8:15	TW<BWT GDLWT M>LH00 	abomination great from these	TW<BWT 	GDLWT 	1	1
Ezekiel 8:16	>L&XYR BJT&JHWH HPNJMJT 	to court house YHWH the inner	XYR BJT&JHWH 	HPNJMJT 	3	2
Ezekiel 8:18	QWL GDWL 	sound great	QWL 	GDWL 	1	1
Ezekiel 9:1	QWL GDWL 	sound great	QWL 	GDWL 	1	1
Ezekiel 9:6	B>N#JM HZQNJM 	in the man the old	>N#JM 	HZQNJM 	2	1
Ezekiel 9:11	H>J# LB# HBDJM 	the man clad the linen, part, stave	H>J# 	LB# HBDJM 	2	1
Ezekiel 10:2	>L&H>J# LB# HBDJM 	to the man clad the linen, part, stave	H>J# 	LB# HBDJM 	2	1
Ezekiel 10:3	>T&HXYR HPNJMJT00 	<object marker> the court the inner	HXYR 	HPNJMJT00 	2	1
Ezekiel 10:5	<D&HXYR HXJYNH 	unto the court the external	HXYR 	HXJYNH 	2	1
Ezekiel 10:6	>T&H>J# LB#&HBDJM 	<object marker> the man clad the linen, part, stave	H>J# 	LB#&HBDJM 	2	1
Ezekiel 10:19	PTX #<R BJT&JHWH HQDMWNJ 	opening gate house YHWH the eastern	#<R BJT&JHWH 	HQDMWNJ 	3	2
Ezekiel 11:1	>L&#<R BJT&JHWH HQDMWNJ 	to gate house YHWH the eastern	#<R BJT&JHWH 	HQDMWNJ 	3	2
Ezekiel 11:13	QWL&GDWL 	sound great	QWL&	GDWL 	1	1
Ezekiel 11:19	RWX XD#H 	wind new	RWX 	XD#H 	1	1
Ezekiel 12:3	>L&MQWM >XR 	to place other	MQWM 	>XR 	1	1
Ezekiel 12:27	LJMJM RBJM 	to day much	JMJM 	RBJM 	1	1
Ezekiel 12:27	L<TJM RXWQWT 	to time remote	<TJM 	RXWQWT 	1	1
Ezekiel 13:3	<L&HNBJ>JM HNBLJM 	upon the prophet the stupid	HNBJ>JM 	HNBLJM 	2	1
Ezekiel 13:11	G#M #WVP 	rain wash off	G#M 	#WVP 	1	1
Ezekiel 13:13	G#M #VP 	rain wash off	G#M 	#VP 	1	1
Ezekiel 13:22	LB&YDJQ 	heart just	LB&	YDJQ 	1	1
Ezekiel 13:22	MDRKW HR< 	from way the evil	DRKW 	HR< 	1	1
Ezekiel 14:15	XJH R<H 	wild animal evil	XJH 	R<H 	1	1
Ezekiel 14:21	>RB<T #PVJ HR<JM XRB WR<B WXJH R<H WDBR 	four judgment the evil dagger and hunger and wild animal evil and pest	#PVJ 	HR<JM 	1	1
Ezekiel 14:21	>RB<T #PVJ HR<JM XRB WR<B WXJH R<H WDBR 	four judgment the evil dagger and hunger and wild animal evil and pest	XJH 	R<H 	1	1
Ezekiel 16:15	<L&KL&<WBR 	upon whole pass	KL&	<WBR 	1	1
Ezekiel 16:16	BMWT VL>WT 	high place patch	BMWT 	VL>WT 	1	1
Ezekiel 16:25	LKL&<WBR 	to whole pass	KL&	<WBR 	1	1
Ezekiel 16:26	>L&BNJ&MYRJM #KNJK GDLJ B#R 	to son Egypt inhabitant growing flesh	#KNJK 	GDLJ B#R 	1	1
Ezekiel 16:30	M<#H >#H&ZWNH #LVT00 	deed woman fornicate domineering	ZWNH 	#LVT00 	1	0
Ezekiel 16:41	L<JNJ N#JM RBWT 	to eye woman much	N#JM 	RBWT 	1	1
Ezekiel 16:46	>XWTK HGDWLH 	sister the great	>XWTK 	HGDWLH 	1	1
Ezekiel 16:61	>T&>XWTJK HGDLWT MMK 	<object marker> sister the great from	>XWTJK 	HGDLWT 	1	1
Ezekiel 17:3	HN#R HGDWL 	the eagle the great	HN#R 	HGDWL 	2	1
Ezekiel 17:5	QX <L&MJM RBJM 	willow upon water much	MJM 	RBJM 	1	1
Ezekiel 17:6	LGPN SRXT #PLT QWMH 	to vine overhang low height	GPN 	SRXT 	1	1
Ezekiel 17:7	N#R&>XD GDWL GDWL KNPJM WRB&NWYH 	eagle one great great wing and much plumage	N#R&>XD 	GDWL 	2	2
Ezekiel 17:8	>L&#DH VWB 	to open field good	#DH 	VWB 	1	1
Ezekiel 17:8	>L&MJM RBJM 	to water much	MJM 	RBJM 	1	1
Ezekiel 17:9	BZR< GDWLH WB<M&RB 	in arm great and in people much	ZR< 	GDWLH 	1	1
Ezekiel 17:9	BZR< GDWLH WB<M&RB 	in arm great and in people much	<M&	RB 	1	1
Ezekiel 17:14	MMLKH #PLH 	kingdom low	MMLKH 	#PLH 	1	1
Ezekiel 17:15	SWSJM W<M&RB 	horse and people much	<M&	RB 	1	1
Ezekiel 17:17	BXJL GDWL WBQHL RB 	in power great and in assembly much	XJL 	GDWL 	1	1
Ezekiel 17:17	BXJL GDWL WBQHL RB 	in power great and in assembly much	QHL 	RB 	1	1
Ezekiel 17:17	NP#WT RBWT00 	soul much	NP#WT 	RBWT00 	1	1
Ezekiel 17:22	MYMRT H>RZ HRMH 	from tree-top the cedar the be high	YMRT H>RZ 	HRMH 	3	2
Ezekiel 17:22	<L HR&GBH WTLWL00 	upon mountain high and lofty	HR&	GBH WTLWL00 	1	1
Ezekiel 17:23	L>RZ >DJR 	to cedar mighty	>RZ 	>DJR 	1	1
Ezekiel 17:24	<Y GBH 	tree high	<Y 	GBH 	1	1
Ezekiel 17:24	<Y #PL 	tree low	<Y 	#PL 	1	1
Ezekiel 17:24	<Y LX 	tree fresh	<Y 	LX 	1	1
Ezekiel 17:24	<Y JB# 	tree dry	<Y 	JB# 	1	1
Ezekiel 18:31	LB XD# WRWX XD#H 	heart new and wind new	LB 	XD# 	1	1
Ezekiel 18:31	LB XD# WRWX XD#H 	heart new and wind new	RWX 	XD#H 	1	1
Ezekiel 19:10	MMJM RBJM00 	from water much	MJM 	RBJM00 	1	1
Ezekiel 20:1	B#NH H#BJ<JT 	in the year the seventh	#NH 	H#BJ<JT 	2	1
Ezekiel 20:28	KL&GB<H RMH WKL&<Y <BT 	whole hill be high and whole tree branchy	GB<H 	RMH 	1	1
Ezekiel 20:28	KL&GB<H RMH WKL&<Y <BT 	whole hill be high and whole tree branchy	<Y 	<BT 	1	1
Ezekiel 20:33	BJD XZQH WBZRW< NVWJH WBXMH #PWKH 	in hand strong and in arm extend and in heat pour	JD 	XZQH 	1	1
Ezekiel 20:33	BJD XZQH WBZRW< NVWJH WBXMH #PWKH 	in hand strong and in arm extend and in heat pour	ZRW< 	NVWJH 	1	1
Ezekiel 20:33	BJD XZQH WBZRW< NVWJH WBXMH #PWKH 	in hand strong and in arm extend and in heat pour	XMH 	#PWKH 	1	1
Ezekiel 20:34	BJD XZQH WBZRW< NVWJH WBXMH #PWKH00 	in hand strong and in arm extend and in heat pour	JD 	XZQH 	1	1
Ezekiel 20:34	BJD XZQH WBZRW< NVWJH WBXMH #PWKH00 	in hand strong and in arm extend and in heat pour	ZRW< 	NVWJH 	1	1
Ezekiel 20:34	BJD XZQH WBZRW< NVWJH WBXMH #PWKH00 	in hand strong and in arm extend and in heat pour	XMH 	#PWKH00 	1	1
Ezekiel 20:44	KDRKJKM HR<JM WK<LJLWTJKM HN#XTWT 	as way the evil and as deed the destroy	DRKJKM 	HR<JM 	1	1
Ezekiel 20:44	KDRKJKM HR<JM WK<LJLWTJKM HN#XTWT 	as way the evil and as deed the destroy	<LJLWTJKM 	HN#XTWT 	1	1
Ezekiel 21:3	KL&<Y&LX WKL&<Y JB# 	whole tree fresh and whole tree dry	<Y&	LX 	1	1
Ezekiel 21:3	KL&<Y&LX WKL&<Y JB# 	whole tree fresh and whole tree dry	<Y 	JB# 	1	1
Ezekiel 21:19	XRB XLL HGDWL 	dagger pierced the great	XLL 	HGDWL 	1	0
Ezekiel 21:25	BJRW#LM BYWRH00 	in Jerusalem fortified	JRW#LM 	BYWRH00 	1	0
Ezekiel 21:36	BJD >N#JM B<RJM XR#J M#XJT00 	in hand man be stupid artisan destruction	>N#JM 	B<RJM 	1	1
Ezekiel 22:25	K>RJ #W>G 	as lion roar	>RJ 	#W>G 	1	1
Ezekiel 23:41	#LXN <RWK 	table arrange	#LXN 	<RWK 	1	1
Ezekiel 23:42	QWL HMWN #LW 	sound commotion quiet	HMWN 	#LW 	1	1
Ezekiel 23:44	>L&>#H ZWNH 	to woman fornicate	>#H 	ZWNH 	1	1
Ezekiel 23:45	>N#JM YDJQM 	man just	>N#JM 	YDJQM 	1	1
Ezekiel 24:1	B#NH HT#J<JT 	in the year the ninth	#NH 	HT#J<JT 	2	1
Ezekiel 24:1	BXD# H<#JRJ 	in the month the tenth	XD# 	H<#JRJ 	2	1
Ezekiel 24:4	NTXJH KL&NTX VWB JRK WKTP 	piece whole piece good upper thigh and shoulder	NTX 	VWB 	1	1
Ezekiel 25:17	NQMWT GDLWT 	vengeance great	NQMWT 	GDLWT 	1	1
Ezekiel 26:3	GWJM RBJM 	people much	GWJM 	RBJM 	1	1
Ezekiel 26:7	NBWKDR>YR MLK&BBL MYPWN MLK MLKJM BSWS WBRKB WBPR#JM WQHL W<M&RB00 	Nebuchadnezzar king Babel from north king king in horse and in chariot and in horseman and assembly and people much	<M&	RB00 	1	1
Ezekiel 26:10	KMBW>J <JR MBQ<H00 	as entrance town split	<JR 	MBQ<H00 	1	1
Ezekiel 26:19	HMJM HRBJM00 	the water the much	HMJM 	HRBJM00 	2	1
Ezekiel 26:20	B>RY TXTJWT 	in earth lower	>RY 	TXTJWT 	1	1
Ezekiel 27:3	LYWR RKLT H<MJM >L&>JJM RBJM 	to Tyrus trade the people to coast, island much	>JJM 	RBJM 	1	1
Ezekiel 27:15	>JJM RBJM 	coast, island much	>JJM 	RBJM 	1	1
Ezekiel 27:19	BRZL <#WT 	iron wrought	BRZL 	<#WT 	1	1
Ezekiel 27:22	BR># KL&B#M WBKL&>BN JQRH WZHB 	in head whole balsam-tree and in whole stone rare and gold	>BN 	JQRH 	1	1
Ezekiel 27:24	BMKLLJM BGLWMJ TKLT WRQMH WBGNZJ BRMJM BXBLJM XB#JM W>RZJM 	in garments in garment purple wool and woven stuff and in treasury two-coloured stuff in cord saddle and solid	XBLJM 	XB#JM W>RZJM 	1	1
Ezekiel 27:26	BMJM RBJM 	in water much	MJM 	RBJM 	1	1
Ezekiel 27:31	BMR&NP# MSPD MR00 	in bitter soul wailing bitter	MSPD 	MR00 	1	1
Ezekiel 27:33	<MJM RBJM 	people much	<MJM 	RBJM 	1	1
Ezekiel 28:3	KL&STWM 	whole stop up	KL&	STWM 	1	1
Ezekiel 28:13	KL&>BN JQRH 	whole stone rare	>BN 	JQRH 	1	1
Ezekiel 28:24	SLWN MM>JR WQWY MK>B 	prickle hurt and thorn-bush be in pain	SLWN 	MM>JR 	1	1
Ezekiel 28:24	SLWN MM>JR WQWY MK>B 	prickle hurt and thorn-bush be in pain	QWY 	MK>B 	1	1
Ezekiel 29:1	B#NH H<#JRJT 	in the year the tenth	#NH 	H<#JRJT 	2	1
Ezekiel 29:3	PR<H MLK&MYRJM HTNJM HGDWL 	pharaoh king Egypt the sea-monster the great	HTNJM 	HGDWL 	2	1
Ezekiel 29:12	BTWK >RYWT N#MWT 	in midst earth be desolate	>RYWT 	N#MWT 	1	1
Ezekiel 29:12	BTWK <RJM MXRBWT 	in midst town be dry	<RJM 	MXRBWT 	1	1
Ezekiel 29:14	MMLKH #PLH00 	kingdom low	MMLKH 	#PLH00 	1	1
Ezekiel 29:18	<BDH GDLH 	work great	<BDH 	GDLH 	1	1
Ezekiel 30:7	BTWK >RYWT N#MWT 	in midst earth be desolate	>RYWT 	N#MWT 	1	1
Ezekiel 30:7	BTWK&<RJM NXRBWT 	in midst town be dry	<RJM 	NXRBWT 	1	1
Ezekiel 31:5	MMJM RBJM 	from water much	MJM 	RBJM 	1	1
Ezekiel 31:6	KL GWJM RBJM00 	whole people much	GWJM 	RBJM00 	1	1
Ezekiel 31:7	>L&MJM RBJM00 	to water much	MJM 	RBJM00 	1	1
Ezekiel 31:14	>L&>RY TXTJT 	to earth lower	>RY 	TXTJT 	1	1
